"Title","Content"
"Rais wa Mauritania anakabiliwa na upinzani kwenye uchaguzi wa urais","Rais wa Mauritania Mohamed Ould Ghazouani atakabiliana na wapinzani sita katika uchaguzi wa rais wa nchi hiyo Juni 29, kulingana na orodha ya mwisho iliyowasilishwa Jumatatu na baraza la katiba.

Ghazouani mwenye miaka 67 anapigiwa upatu kushinda muhula wa pili kama kiongozi wa taifa hilo lenye watu milioni 4.5 ambalo liko katika eneo la kimkakati, kati ya kaskazini na kusini mwa jangwa la Sahara.

Baraza hilo halikumkubali rais wa zamani kugombea, Mohamed Ould Abdel Aziz, ambaye yuko gerezani kwa ubadhirifu, jambo ambalo amekuwa akilikanusha siku zote.

Aziz aliruhusiwa kutoka gerezani wiki iliyopita ili kuwasilisha fomu yake ya kugombea urais katika baraza la katiba, lakini ilikataliwa kwa kuwa na idadi ndogo ya wadhamini, kilisema chanzo kilicho karibu na baraza hilo.

Miongoni mwa wagombea wanaotarajiwa katika uchaguzi wa Juni, ni kiongozi wa chama cha upinzani cha Kiislamu, Hamadi Ould Sid' El Moctar, na mwanaharakati wa haki za binadamu Biram Ould Dah Ould Abeid, ambaye alishika nafasi ya pili nyuma ya Ghazouani katika uchaguzi wa 2019.

Mauritania ilikumbwa na msururu wa mapinduzi kuanzia mwaka 1978 hadi 2008, kabla ya uchaguzi wa mwaka 2019, kuwa wa kwanza kati ya marais wawili waliochaguliwa.

Huku ujihadi ukiwa umesambaa, kwengineko katika eneo la Sahel, hasa katika nchi jirani ya Mali, Mauritania hazijashuhudia shambulio lolote tangu mwaka 2011."
"Wanajeshi wa Marekani walioamriwa kuondoka Niger watakamilisha kuondoka kwao katikati ya Septemba","Wanajeshi wa Marekani walioamriwa kuondoka Niger na utawala wa kijeshi wa taifa hilo la Afrika Magharibi watakamilisha kuondoka kwao katikati ya Septemba, maafisa wa Pentagon na Niger walisema Jumapili.

Muda huo ulikuwa matokeo ya mazungumzo ya siku nne kati ya maafisa wa ulinzi wa nchi katika mji mkuu wa Niamey, kulingana na taarifa ya pamoja.

Uamuzi wa Niger kuwatimua wanajeshi wa Marekani ulikuwa pigo kwa operesheni za kijeshi za Marekani katika Sahel, eneo kubwa kusini mwa jangwa la Sahara ambako makundi yenye uhusiano na al-Qaida na kundi la Islamic State yanaendesha shughuli zake.

Wizara ya Ulinzi ya Marekani na Wizara ya Ulinzi ya Kitaifa ya Niger wamefikia makubaliano ya kujiondoa ili kutekeleza uondoaji wa majeshi ya Marekani, ambao tayari umeanza.

Wajumbe kutoka pande zote mbili walithibitisha hakikisho la ulinzi na usalama kwa vikosi vya Marekani wakati wa kujiondoa"
"Mamia waandamana Tunis kumuunga mkono Rais Kais Saied","Mamia ya watu waliandamana mjini Tunis siku ya Jumapili kumuunga mkono Rais Kais Saied huku kukiwa na ukosoaji mkubwa ndani na nje ya nchi baada ya wimbi la kukamatwa kwa waandishi wa habari, wanaharakati na mawakili.

Umoja wa Ulaya, Ufaransa na Kamishna Mkuu wa Umoja wa Mataifa wa Haki za Kibinadamu walielezea wasiwasi wao kutokana na kukamatwa kwa watu hao katika msako uliofanywa na polisi kwenye makao makuu ya chama cha wanasheria mwezi huu ambapo mawakili wawili wanaomkosoa rais walitiwa ndani.

Polisi mwezi huu iliwakamata watu 10, wakiwemo waandishi wa habari, wanasheria na maafisa wa mashirika ya kiraia, katika kile kilichoelezewa na Amnesty International na Human Rights Watch, kuwa msako mkali sana, ambao uliitaka Tunisia kuheshimu uhuru wa kujieleza na uhuru wa kiraia.

Wiki iliyopita, mawakili waligoma, wakisema mmoja wa mawakili wawili waliokamatwa katika uvamizi uliofanywa katika chama cha wanasheria aliteswa, madai ambayo yamekanushwa na Wizara ya Mambo ya Ndani."
"Mamia waandamana Tunis kumuunga mkono Rais Kais Saied","Mamia ya watu waliandamana mjini Tunis siku ya Jumapili kumuunga mkono Rais Kais Saied huku kukiwa na ukosoaji mkubwa ndani na nje ya nchi baada ya wimbi la kukamatwa kwa waandishi wa habari, wanaharakati na mawakili.

Umoja wa Ulaya, Ufaransa na Kamishna Mkuu wa Umoja wa Mataifa wa Haki za Kibinadamu walielezea wasiwasi wao kutokana na kukamatwa kwa watu hao katika msako uliofanywa na polisi kwenye makao makuu ya chama cha wanasheria mwezi huu ambapo mawakili wawili wanaomkosoa rais walitiwa ndani.

Polisi mwezi huu iliwakamata watu 10, wakiwemo waandishi wa habari, wanasheria na maafisa wa mashirika ya kiraia, katika kile kilichoelezewa na Amnesty International na Human Rights Watch, kuwa msako mkali sana, ambao uliitaka Tunisia kuheshimu uhuru wa kujieleza na uhuru wa kiraia.

Wiki iliyopita, mawakili waligoma, wakisema mmoja wa mawakili wawili waliokamatwa katika uvamizi uliofanywa katika chama cha wanasheria aliteswa, madai ambayo yamekanushwa na Wizara ya Mambo ya Ndani."
"Jacob Zuma aahidi kujenga viwanda na kutoa elimu ya bure kwa vijana wa Afrika Kusini","Rais wa zamani wa Afrika Kusini Jacob Zuma Jumamosi alilalamika juu ya viwango vya juu vya umaskini miongoni mwa waafrika Kusini weusi na kuahidi kubuni nafasi za kazi na kukabiliana na uhalifu alipokuwa akizindua ilani ya chama chake kipya cha kisiasa kabla ya uchaguzi unaotarajiwa nchini humo.

Aliwaambia maelfu ya wafuasi waliokusanyika katika Uwanja wa Orlando mjini Johannesburg kwamba chama chake kitajenga viwanda ambapo watu wengi wataajiriwa na kutoa elimu ya bure kwa vijana wa nchi hiyo.

Tunataka watoto wetu wasome bure, hasa wale wanaotoka katika kaya maskini kwa sababu umaskini tulionao haujatengenezwa na sisi. Ulisababishwa na walowezi ambao walichukua kila kitu, pamoja na ardhi yetu. Tutarudisha vitu hivyo vyote, tupate fedha na kusomesha watoto wetu,” alisema.

Pia ameahidi kubadili Katiba ya nchi ili kurejesha mamlaka zaidi kwa viongozi wa kimila, akisema nafasi yao katika jamii imepunguzwa kwa kuwapa mamlaka zaidi mahakimu na majaji."
"Rais wa Tunisia anakosoa uingiliaji kati wa mataifa ya kigeni nchini mwake","Rais wa Tunisia Kais Saied siku ya Alhamisi alikosoa “uingiliaji kati” kwa mataifa ya kigeni baada ya upinzani wa kimataifa kuhusu kukamatwa kwa waandishi wa habari, wachambuzi wa kisiasa, na wanasheria, ambao aliutetea kama halali.

Mashirika ya kiraia katika nchi hiyo ya Afrika Kaskazini yamelaani kukamatwa kwa watu hao, kama ukandamizaji dhidi ya wapinzani nchini humo, ambao ulishuhudia mwanzo wa vuguvugu la mageuzi katika nchi za kiarabu-Arab Spring.

Saied ambaye alitwaa madaraka makubwa mwaka 2021, aliagiza wizara ya mambo ya nje kuwaita mabalozi wa nchi kadhaa na kuwafahamisha kuwa “Tunisia ni taifa huru”, katika video iliyotolewa na ofisi yake.

Umoja wa Ulaya umeelezea wasiwasi wake wiki hii juu ya kukamatwa kwa watu hao, wakati Marekani ikisema inapingana na haki jumla zilizosahihishwa na katiba ya nchi hiyo."
"Jenerali Mahamat Idriss Deby ameshinda uchaguzi wa rais nchini Chad","Kiongozi wa kijeshi wa Chad, Jenerali Mahamat Idriss Deby Itno ameshinda uchaguzi wa rais wa nchi hiyo wa Mei 6 kwa asilimia 61 ya kura, kulingana na matokeo ya mwisho yaliyotangazwa Alhamisi.

Baraza la Katiba, ambalo lilimtangaza mshindi, pia lilikataa ombi lililotolewa na Waziri Mkuu, Succes Masra la kufuta matokeo. Masra ambaye alidai ushindi, alisema katika ujumbe wa mitandao ya kijamii kwamba hakubaliani na matokeo hayo, lakini akaongeza “hakuna njia nyingine ya kisheria ya kitaifa”. Alitoa wito kwa wafuasi wake “kuendelea kudai haki” lakini kwa amani.

Deby ameuita uchaguzi huo ni kumaliza miaka mitatu ya utawala wa kijeshi katika nchi muhimu katika mapambano dhidi ya jihadi kwenye eneo tete la Sahel barani Afrika.

Utawala huo kwa muda mrefu umekuwa ukiwakandamiza viongozi wa upinzani, vile vile na mpinzani mkuu wa Deby aliuawa mwezi Februari."
"Drone tano zilipiga mkoa wa Kharkiv huko Ukraine na kusababisha moto","Tahadhari ya muda mrefu ya mashambulizi ya anga kwa sehemu kubwa ya mkoa wa kaskazini mashariki wa Kharkiv nchini Ukraine imeondolewa mapema Ijumaa kufuatia ripoti kuwa mashambulizi ya drone za Russia na onyo la makombora katika mji wa Kharkiv.

Takriban drone tano zilipiga Kharkiv, gavana wa mkoa Oleh Syniehubov amesema. Kharik ni mji wa pili kwa ukubwa nchini Ukraine. Wilaya ya Osnovyancky mjini humo ilipigwa katika shambulizi hilo na kusababisha moto, Meya Ihor Terekho amesema.

Bado haiijulikani kama kuna mtu yeyote aliyejeruhiwa au kuuawa katika shambulizi. Rais wa Ukraine Volodymyr Zelenskyy alisafiri Alhamisi kwenda mji wa Kharkiv na kukutana na maafisa wa kijeshi huku mashambulizi ya Russia yakifanyika katika mkoa huo.

Zelenskyy alisema kwenye Telegram kwamba hali huko Kharkiv ni ngumu sana lakini kwa ujumla imedhibitiwa. Mwelekeo bado ni mgumu sana, tunaimarisha vitengo vyetu, Zelenskyy alisema kufuatia mkutano katika mji huo na kamanda wake wa juu pamoja na viongozi wa juu wa kijeshi.

Russia imedai udhibiti wa vijiji kadhaa katika mkoa wa Kharkiv katika siku za hivi karibuni, na maendeleo hayo ya Russia yalisababisha Zelenskyy kufuta ziara kadhaa zilizopangwa za nje ya nchi. Wakati wa ziara hiyo huko Kharkiv, Zelenskyy alikutana na wanajeshi waliojeruhiwa ambao walikuwa wakipata huduma katika kituo kimoja cha matibabu."
"Utawala wa Biden unaunda mchakato mpya wa mahakama za uhamiaji","Utawala wa Biden unaunda mchakato mpya unaolenga kupunguza muda kuamua hatima ya wahamiaji wapya waliowasili katika mahakama za uhamiaji kutoka miaka kadhaa hadi takriban miezi sita wakati ambapo uhamiaji unaongeza wasiwasi miongoni mwa wapiga kura.

Chini ya mpango huo uliotangazwa Alhamisi, wahamiaji watu wazima ambao wameingia nchini peke yao na wanakwenda katika miji mitano maalum kesi zao zinasimamiwa na kundi la majaji kwa lengo la kuwafanya watoe uamuzi ndani ya siku 180.

Hiyo itaashiria mabadiliko ya haraka zaidi kuliko kesi nyingi zilizo katika mfumo wa uhamiaji nchini, ambao unaweza kuchukua wastani wa miaka minne kutoka mwanzo hadi mwisho. Na kwa kuamua kesi haraka, mamlaka zinaweza kuwaondoa kwa haraka zaidi watu ambao hawastahili kukaa nchini.

Lakini haijulikani ni wahamiaji wangapi watapitia utaratibu huu mpya, na kuibua maswali kuhusu jinsi utakavyokuwa na ufanisi. Maelezo hayo yalitolewa na maafisa waandamizi wa utawala wakati wa mazungumzo na waandishi wa habari siku ya Alhamisi. Walizungumza kwa masharti ya kutotajwa kulingana na miongozo iliyowekwa na utawala."
"Afrika kusini imetoa wito kwa UN kwamba Israel isitishe mapigano Gaza","Afrika Kusini imetoa wito Alhamis kwa mahakama ya juu ya Umoja wa Mataifa kuamuru sitisho la mapigano huko Gaza wakati wa kikao kuhusu hatua za dharura za kusitisha operesheni za kijeshi za Israel katika mji wa kusini wa Rafah.

Hii ni mara ya tatu kwa Mahakama ya Kimataifa ya Haki kufanya vikao vya kusikiliza mgogoro wa Gaza tangu Afrika Kusini ilipofungua kesi mwezi Disemba katika mahakama hiyo, yenye makao yake mjini The Hague nchini Uholanzi, iki-ishutumu Israel kwa mauaji ya kimbari.

Balozi wa Afrika Kusini nchini Uholanzi, Vusimuzi Madonsela, amelisihi jopo la majaji 15 wa kimataifa kuiamuru Israel “iondoke kabisa bila masharti” kutoka Ukanda wa Gaza. Mahakama hiyo tayari imegundua kuwa kuna “hatari halisi na ya hivi sasa” kwa watu wa Palestina huko Gaza kutokana na operesheni za kijeshi za Israel.

“Hii inaweza kuwa fursa ya mwisho kwa mahakama kuchukua hatua”, alisema wakili wa Ireland, Blinne Ní Ghrálaigh, ambaye ni sehemu ya timu ya sheria ya Afrika Kusini."
"Yoav Gallant anasema wanajeshi wa ziada wa Israel wataingia mji wa Rafah","Waziri wa ulinzi wa Israel Yoav Gallant amesema wanajeshi wa ziada wa Israel wataingia Rafah wakati operesheni za kijeshi zikiendelea kusini mwa Gaza, katika matamshi yaliyotolewa na ofisi yake siku ya Alhamisi.

Operesheni hiyo itaendelea wakati vikosi vya ziada vitaingia eneo la Rafah, Gallant alisema. Mahandaki kadhaa katika eneo hilo yameharibiwa na vikosi vyetu, aliongeza. Kazi hii itaongezeka.

Hamas sio taasisi ambayo linaweza kujipanga upya, hawana wanajeshi wa akiba, hawana usambazaji wa ziada, na hawana uwezo wa kuwahudumia magaidi tunaowalenga, Gallant alisema. Matokeo yake ni kwamba tunaimaliza Hamas.

Vikosi vya Israel mapema mwezi huu vilichukua udhibiti wa upande wa Gaza wa mpaka wa Rafah na Misri, licha ya pingamizi kutoka kwa mshirika muhimu wa Israel ambaye ni Marekani, juu ya wasiwasi kuhusu usalama wa raia."
"Benin itaruhusu usafirishaji mafuta ya Niger kupitia bandari yake ya Seme","Benin itaruhusu usafirishaji wa mafuta ya Niger kupitia bandari yake ya Seme, serikali ya Benin imesema Jumatano, ikitatua mvutano uliopo kati ya majirani hao wa Afrika Magharibi.

Niger ambayo haina bahari mwezi Novemba mwaka jana ilizindua bomba kubwa la kusafirisha mafuta ghafi kutoka kwenye kinu chake cha mafuta cha Agadem, kupitia Shirika la Taifa la Petroli la China (CNPC) kwenda nchi jirani ya Benin kwa usafirishaji kutoka Pwani ya Atlantiki.

Lakini upakiaji wa mafuta ya Niger katika bandari ya Seme Kpodji ulitatizwa na kufungwa kwa mipaka ya Niger na majirani zake wakati Jumuiya ya Kiuchumi ya Nchi za Afrika Magharibi (ECOWAS) ilipoweka vikwazo kufuatia mapinduzi ya Julai 2023 yaliyofanywa na jeshi la Niger."
"Blinken ametangaza dola bilioni 2 za kufadhili juhudi za kijeshi za Ukraine","Waziri wa Mambo ya Nje wa Marekani Antony Blinken ametangaza Jumatano dola bilioni 2 kufadhili juhudi za kijeshi za Ukraine wakati akihitimisha ziara yake ya siku mbili huko Kyiv.

Tangazo hilo linakuja wakati wanajeshi wa Ukraine wakirejea katika maeneo ya kaskazini mashariki mwa nchi hiyo kufuatia mapigano makali na vikosi vya Russia. Russia siku ya Jumatano ilisema vikosi vyake viliyateka makazi mengine mawili katika mkoa wa Kharkiv, ambako vikosi vya Russia vimekuwa vikizidisha mashambulizi yao.

Jeshi la Russia pia lilishambulia Shevchenkivsky, wilaya ya kati ya Kharkiv, kulingana na gavana wa mkoa Oleh Syniehubov, ambaye aliandika kwenye mtandao wa Telegram kwamba shambulio hilo liliwajeruhi watu wawili na kuharibu jengo la ghorofa tano.

Mashambulizi hayo yalimfanya rais wa Ukraine, Volodymyr Zelenskyy kuahirisha ziara zijazo za nje ya nchi."
"White House inafanya juhudi kuwaondoa madaktari waliokwama Gaza","Utawala wa Biden unafanya kazi ya kuwaondoa madaktari wa Marekani kutoka Gaza baada ya Israel kufunga kivuko cha Rafah, White House imesema Jumatano.

Wizara ya mambo ya nje ya Marekani imesema mapema wiki hii kwamba serikali inafahamu kwamba madaktari wa Marekani hawakuweza kuondoka Gaza, baada ya taarifa ya Intercept kuripoti kuwa zaidi ya madaktari 20 wa Marekani na wafanyakazi wa afya walikwama huko Gaza.

Taasisi ya Madaktari wa Marekani wenye asili ya Palestina, shirika lisilo la kiserikali lenye makao yake nchini Marekani, ilimesema Jumatatu kuwa timu yake ya wataalamu 19 wa afya, wakiwemo Wamarekani 10, imekataliwa kuondoka Gaza baada ya kazi za wiki mbili za kutoa huduma za matibabu katika European Hospitali huko Khan Younis, mji ulio karibu na Rafah kusini mwa Gaza."
"Yoav Gallant amemshambulia Netanyahu kushindwa kubuni mpango kwa Gaza","Waziri wa ulinzi wa Israel, Yoav Gallant amemshambulia waziri mkuu Benjamin Netanyahu kwa kushindwa kubuni mpango wa kuitawala Gaza baada ya kumalizika kwa vita vya Israel na Hamas.

Lakini kiongozi huyo wa Israel alisema kuwa haina maana kufanya hivyo hadi wanamgambo watakaposhindwa. Katika mvutano usio wa kawaida kati ya viongozi hao wawili, Gallant alisema katika taarifa yake kwa njia ya televisheni kwamba anapinga kuanzishwa kwa jeshi la Israel au udhibiti wa kiraia mdogo katika Ukanda wa Gaza kwenye bahari ya Mediterania ambako ni makazi ya Wapalestina milioni 2.3.

“Tangu Oktoba, nimekuwa nikizungumzia suala hili mara kwa mara katika Baraza la Mawaziri, na sijapata majibu”, Gallant alisema. “Ninatoa wito kwa Waziri Mkuu Benjamin Netanyahu kufanya uamuzi na kutangaza kwamba Israel haitaanzisha udhibiti wa raia katika Ukanda wa Gaza,” Gallant alisema, akitoa wito wa “utawala mbadala kwa Hamas.”"
"Rasoulof anaiomba jumuia ya filamu iwalinde watengeneza filamu wenzake","Mkurugenzi wa filamu Mohammad Rasoulof ambaye kwa siri ameikimbia Iran kwenda eneo lisilojulikana barani Ulaya alitoa wito Jumanne kwa jumuiya ya filamu duniani kutoa msaada mkubwa kwa wenzake.

Rasoulof ambaye alihukumiwa kifungo kwa mashtaka ya usalama wa taifa, na ambaye filamu yake ya hivi karibuni itashindana katika tamasha la filamu la Cannes mwezi huu, alisema anahofia “usalama na ustawi” wa watengenezaji filamu wenzake, ambao bado wako nchini Iran.

“Jumuiya ya filamu ya kimataifa lazima itoe msaada mkubwa kwa watengenezaji wa filamu hizi”, Rasoulof alisema katika taarifa kwa shirika la habari la Agence France-Presse. Rasoulof alitangaza siku ya Jumatatu kuwa ametoroka kwa siri kutoka Iran, siku chache baada ya kubainika kuwa amehukumiwa kifungo cha miaka minane jela kwa “kuvujisha taarifa za usalama wa taifa.

Rasoulof alikuwa kwenye shinikizo kutoka kwa mamlaka ya Iran kuiondoa filamu yake ya hivi karibuni, “The Seed of the Holy Fig”, kutoka Cannes, ambapo itashindana kwenye tuzo ya juu kabisa inayotolewa na Cannes ya Palme d'Or."
"Marekani imeweka vikwazo kwa raia wa Russia na makampuni kutoka Russia","Wizara ya fedha ya Marekani siku ya Jumanne iliweka vikwazo kwa raia mmoja wa Russia, na makampuni matatu yenye makao yake Russia ambayo ilisema yalikuwa yanajaribu kukwepa vikwazo vya Marekani katika mpango ambao unaweza kuwa umeondoa zaidi ya dola bilioni 1.5 za kampuni ya chuma ya mmiliki tajiri mkubwa wa Russia Oleg Deripaska.

Deripaska, mwenyewe aliwekwa chini ya vikwazo vya Marekani hapo Aprili 2018, aliingia katika biashara ya chuma wakati Umoja wa Sovieti ulipoanguka, na kupata utajiri kwa kununua hisa katika viwanda vya bati.

Forbes ili-orodhesha utajiri wake mwaka huu ni dola bilioni 2.8. Hazina ilisema kuwa Juni 2023 Deripaska alishirikiana na raia wa Russia, Dmitrii Beloglazov, mmiliki wa kampuni ya Obshchestvo S Ogranichennoi, inayotoa huduma za kifedha yenye makao yake Russia."
"Rais Biden ametangaza ongezeko la ushuru kwa magari ya umeme ya China","Katika juhudi za kufufua viwanda vya ndani, Rais Joe Biden alitangaza Jumanne kwamba anaweka ongezeko kubwa la ushuru kwa magari ya umeme ya China na ushuru mpya kwenye vifaa vya kompyuta, vifaa vya nishati ya jua na betri za lithiamu-ion.

“Hatutairuhusu China kufunika soko letu na kufanya kuwa vigumu kwa wazalishaji wa magari ya Marekani kushindana kwa haki”, Biden alisema. “Nitafanya hivyo kwa kufuata sheria za kimataifa za biashara”.

Ushuru kwenye magari ya umeme ya China, au EVs, utaongezeka mara nne kwa kiwango cha asilimia 100. Uagizaji wa vifaa vya nishati ya jua na vifaa vidogo au semiconductor kutoka China vitatozwa ushuru wa asilimia 50, mara mbili ya kiwango cha sasa.

Kiwango cha uagizaji aina fulani ya chuma na bati, kitaongezeka hadi asilimia 25, mara tatu zaidi ya kiwango cha sasa. Ongezeko hilo la ushuru litafikia dola bilioni 18 katika bidhaa za China. Ushuru kwenye EVs, chuma na bati, pamoja na vifaa vya nishati ya jua utaanza kutumika mwaka huu, na mwaka ujao kwa vifaa vya ndani vya kompyuta."
"Mahakama ya rufaa Nigeria imempatia Mubarak Bala kifungo cha miaka mitano","Mahakama ya rufaa kaskazini mwa Nigeria imefuta hukumu ya kifungo cha miaka 24 jela kwa mtu asiyeamini kuna Mungu kwa kosa la kukufuru na kupewa kifungo cha miaka mitano, mmoja wa mawakili wake aliliambia shirika la habari la AFP siku ya Jumanne.

Kesi ya Mubarak Bala iliangazia suala lenye utata la kukufuru katika eneo linalokaliwa na Waislamu wengi kaskazini mwa Nigeria, ambako Sharia ya ki-islam inatumika sambamba na sheria za kawaida na ukosoaji kwa Uislamu ni nyeti sana.

Bala ambaye anaongoza taasisi inayoangazia masuala ya kibinadamu nchini Nigeria, alihukumiwa kifungo cha miaka 24 na mahakama kuu katika jimbo la Kano mwezi Aprili 2022 kwa ujumbe aliobandika kwenye mtandaoni kwa kipindi cha miezi kadhaa mwaka 2020 akiudhalilisha Uislamu, Mtume Muhammad na Mungu, kulingana na hati za mahakama ambazo shirika la habari la AFP imeziona."
"Katibu Mkuu wa UN anasikitishwa na harakati za kijeshi zinazoendelea Rafah","Katibu Mkuu wa Umoja wa Mataifa Antonio Guterres amesema Jumanne amesikitishwa na kuongezeka kwa harakati za kijeshi, ndani na kuzunguka mji wa kusini mwa Gaza wa Rafah, zinazofanywa na vikosi vya ulinzi vya Israel, wakati Wapalestina 450,000 wamelazimika kuyahama makazi yao katika eneo hilo katika kipindi cha wiki moja iliyopita.

“Maendeleo haya yanazuia zaidi upatikanaji wa misaada ya kibinadamu na kuifanya hali kuwa mbaya zaini”, naibu msemaji wake Farhan Haq aliwaambia waandishi wa habari katika makao makuu ya Umoja wa Mataifa. “Wakati huo huo, Hamas inaendelea kurusha roketi kiholela. Raia lazima waheshimiwe na kulindwa wakati wote, katika Rafah na kwingineko huko Gaza”.

Kwa wiki moja iliyopita, jeshi la Israel limezidisha mashambulizi ya mabomu na operesheni nyingine katika mji wa Rafah huku likiamuru watu kuondoka katika sehemu za mji huo. Israel inasema inafanya operesheni ndogo ya kuharibu miundombinu ya wanamgambo katika mpaka wa Gaza na Misri."
"Antony Blinken ameiahidi Kyiv msaada usio na masharti wa Marekani","Waziri wa mambo ya nje wa Marekani Antony Blinken ameiahidi Kyiv msaada usio na masharti wa Marekani wakati wa ziara yake Jumanne mjini Kyiv. “Tuko pamoja nanyi leo. Na tutasimama na nyinyi hadi usalama wa Ukraine, uhuru, na uwezo wake wa kuchagua njia yake mwenyewe, umehakikishiwa”, Blinken alisema kulingana na shirika la habari la Reuters.

Wakati huo huo Rais wa Ukraine Volodymyr Zelenskyy ameishukuru Marekani kwa kile alichokiita “msaada muhimu”, alisema hayo wakati alipokuwa mwenyeji wa mazungumzo na Blinken. Bunge liliidhinisha na Rais wa Marekani Joe Biden alitia saini mwezi uliopita msaada wa dola bilioni 61 kwa Ukraine.

Msaada wa kijeshi kutoka Washington utaleta tofauti ya kweli dhidi ya uchokozi unaoendelea wa Russia kwenye uwanja wa vita, Blinken alimwambia Zelenskyy."
"Idadi ya watu waliopoteza makazi kutokana na migogoro na ghasia imeongezeka duniani","Ripoti imegundua kwamba migogoro ya Sudan, Jamuhuri ya Kidemokrasia ya Congo na kwenye ardhi za Wa-Palestina imesababisha karibu theluthi mbili ya waliokoseshwa makazi kutokana na ghasia ambazo zimesambaa katika nchi 66 hapo mwaka 2023.

“Mnamo miaka miwili iliyopita, kumekuwa tukiona viwango vipya vya kushtusha vya watu wanaokimbia nyumba zao kutokana na migogoro na ghasia, hata katika maeneo ambayo yemeshuhudia mabadiliko mazuri,” amesema mkurugenzi wa IDMC, Alexandra Bilak.

Katika taarifa iliyotolewa wakati mmoja na repoti iliyochapishwa Jumanne , amesema kuwa mamilioni ya watu waliolazimishwa kukimbia katika kipindi cha mwaka 2023 walikuwa ni “sehemu ndogo ya tatizo kamili.”

Katika repoti yake ya 2023, idadi ya watu waliolazimishwa kuyahama makazi yao, Shirika la Wakimbizi la Umoja wa Mataifa, UNHCR limeripoti kuwa watu milioni 62.5 walipoteza makazi yao ilipofika mwishoni mwa mwaka 2022 ikilinganishwa na wakimbizi waliokimbia migogoro na ghasia na ukatili mwaka huo."
"Ramaphosa akanusha njama za kisiasa kusababisha kurudi kwa umeme Afrika Kusini","Chama kikuu cha upinzani Democratik alliance wiki iliyopita ilidai kwamba kuimarika kwa huduma za umeme kunatokana na uingiliaji wa kisiasa uliofanywa na ANC. Kinakituhumu chama hicho tawala kwa kuiwekea shinikizo kampuni ya umemke ya Eskom kuhakikisha umeme unapatikana.

Katika kipindi cha mwaka jana kiwango cha ugavi wa umeme kilifikia kilele chake na kuendelea hadi mwanzoni mwa mwaka huu. Lakini tangu kipindi cha kampeni huduma zimerudi kuwa sawa.

Ramaphosa amesema kwamba Kuimarika kwa huduma za Eskom inaonesha kwamba mpango wa nishati wa serikali ulotangazwa 2022 unafanya kazi na unazaa matunda."
"Aliyekuwa Katibu mkuu wa EAC anatarajiwa kuhojiwa na Kamati ya sheria, haki, na hadhi ya bunge la Jumuiya hiyo","Dr. Mathuki ambaye aliteuliwa kuwa katibu mkuu wa jumuiya hiyo mwezi Mei 2021 na serikali ya nchi yake ya Kenya alitenguliwa na kupangiwa kazi nyingne na rais wa nchi hiyo mwezi Aprili mwaka 2024 baada ya baadhi ya wabunge kuwasilisha tuhuma zake katika kikao cha bunge hilo kilichokuwa kimekaa Nairobi Kenya.

Miongoni mwa tuhuma zinazomkabili Dr. Mathuki ni zile zinazohusishwa na matumizi mabaya ya ofisi, madaraka na mali za Jumuiya hiyo, tuhuma ambazo sasa zimefikishwa rasmi kwenye kamati ya sheria, haki na hadhi ya bunge hilo ambayo mwenyekiti wake Bw. Mashaka Ngole kutoka Tanzania amesema imeanza kuzifanyia kazi.

""Leo kama kamati tumekutana kwa lengo la kupata picha halisi kwamba hizo tuhuma uthibitisho wake uko wapi na kamati imepokea tuhuma kama zilivyowasilishwa na mpaka sasa hivi kamati haiwezi kusema lolote lakini tuhuma ni nyingi na ukizitazama zinazungumzia matumizi mabaya ya ofisi, masuala ya fedha, mambo ya uajiri ni mambo mengi yametajwa ambayo yanatuhitaji kutumia muda mwingi kuyapitia kwa kina.

Kwa mujibu wa Bw.Ngole katika utekelezaji wa majukumu hayo kamati inatarajia kuwashirikisha watu wote waliotajwa kushiriki katika mtandao huo akiwemo Mtuhumiwa mwenyewe Dr. Mathuki

Kwa kuwa ofisi zote zilizotajwa zina watu kamati italazimika kuwaita na kuwasikiliza juu ya hayo mambo yote yaliyotajwa kufanyika kwenye ofisi zao kwa hiyo wao ndio watatusaidia kutupatia ukweli halisi lakini tukimaliza hilo tutamuita pia mtuhumiwa Dr. Mathuki ili naye tumsikie.

Tuhuma dhidi ya katibu mkuu huyo ziliibuliwa na mbunge wa bunge hilo kutoka Sudan kusini Bw Kenned Mukulia ambaye pia ni amesema tatizo ni kubwa zaidi ya linavyoonekana na kwamba upo mtandao mkubwa na Ushahidi upo kwenye ripoti iliyowasilishwa kwenye kamati

Hili sio suala la katibu mkuu peke yake kuna watu wengine wengi wameshiriki kuwezesha na kufanikisha haya mambo yaani ni mtandao mkubwa

Kwa mujibu wa mwenyekiti wa Kamati hiyo pamoja na tuhuma za matumizi mabaya ya madaraka ofisi na mali za Jumuiya Dr. Mathuki ambaye kwa sasa serikali ya Kenya imemteua kuwa balozi pia anatuhumiwa kukiuka sheria za ajira za wafanyakazi na kwamba kamati hiyo baada ya kumaliza kazi yake itakabidhi ripoti kwenye Bunge la Jumuiya hiyo.

Licha ya baada ya Rais wa Kenya William Rutto kumuondoa Dr. Mathuki na kuteua Katibu mkuu mwingine hadi sasa bado hajaanza kazi na pia hajathibitishwa na ngazi zinazohusika ikiwemo ya wakuu wa nchi kama taratibu zinavyoelekeza.

Imeandaliwa na mwandishi wetu Asiraji Mvungi."
